ensembl_transcript_id_version	ensembl_gene_id
ENSRNOT00000101551.1	ENSRNOG00000061080
ENSRNOT00000103015.1	ENSRNOG00000061080
ENSRNOT00000093625.2	ENSRNOG00000061080
ENSRNOT00000108916.1	ENSRNOG00000061080
ENSRNOT00000103268.1	ENSRNOG00000017749
ENSRNOT00000023942.6	ENSRNOG00000017749
ENSRNOT00000082920.2	ENSRNOG00000061288
ENSRNOT00000022963.6	ENSRNOG00000017079
ENSRNOT00000024251.6	ENSRNOG00000017795
ENSRNOT00000086902.2	ENSRNOG00000052745
ENSRNOT00000115453.1	ENSRNOG00000052745
ENSRNOT00000087211.2	ENSRNOG00000061338
ENSRNOT00000111368.1	ENSRNOG00000065787
ENSRNOT00000095658.1	ENSRNOG00000070333
ENSRNOT00000106245.1	ENSRNOG00000068787
ENSRNOT00000035482.4	ENSRNOG00000028120
ENSRNOT00000010489.5	ENSRNOG00000007979
ENSRNOT00000106872.1	ENSRNOG00000007979
ENSRNOT00000112246.1	ENSRNOG00000007979
ENSRNOT00000020969.6	ENSRNOG00000015657
ENSRNOT00000106000.1	ENSRNOG00000064243
ENSRNOT00000113998.1	ENSRNOG00000064243
ENSRNOT00000114923.1	ENSRNOG00000064243
ENSRNOT00000085928.2	ENSRNOG00000052607
ENSRNOT00000061987.3	ENSRNOG00000040275
ENSRNOT00000118538.1	ENSRNOG00000062792
ENSRNOT00000097882.1	ENSRNOG00000069588
ENSRNOT00000109137.1	ENSRNOG00000069588
ENSRNOT00000105940.1	ENSRNOG00000069588
ENSRNOT00000079768.2	ENSRNOG00000052788
ENSRNOT00000114798.1	ENSRNOG00000062674
ENSRNOT00000119358.1	ENSRNOG00000063641
ENSRNOT00000081589.2	ENSRNOG00000004852
ENSRNOT00000033562.7	ENSRNOG00000004852
ENSRNOT00000101153.1	ENSRNOG00000004852
ENSRNOT00000071300.2	ENSRNOG00000046320
ENSRNOT00000028476.8	ENSRNOG00000042133
ENSRNOT00000046384.2	ENSRNOG00000031648
ENSRNOT00000022348.7	ENSRNOG00000016580
ENSRNOT00000107581.1	ENSRNOG00000064592
ENSRNOT00000046659.6	ENSRNOG00000016189
ENSRNOT00000064663.3	ENSRNOG00000016189
ENSRNOT00000111408.1	ENSRNOG00000016189
ENSRNOT00000105786.1	ENSRNOG00000016189
ENSRNOT00000117572.1	ENSRNOG00000016189
ENSRNOT00000099873.1	ENSRNOG00000069350
ENSRNOT00000106353.1	ENSRNOG00000069350
ENSRNOT00000080492.2	ENSRNOG00000054005
ENSRNOT00000113210.1	ENSRNOG00000069982
ENSRNOT00000083641.2	ENSRNOG00000052319
ENSRNOT00000053762.2	ENSRNOG00000035639
ENSRNOT00000116082.1	ENSRNOG00000027542
ENSRNOT00000091863.2	ENSRNOG00000027542
ENSRNOT00000073836.3	ENSRNOG00000027542
ENSRNOT00000038122.7	ENSRNOG00000027542
ENSRNOT00000104330.1	ENSRNOG00000067371
ENSRNOT00000118099.1	ENSRNOG00000065909
ENSRNOT00000102951.1	ENSRNOG00000065909
ENSRNOT00000100808.1	ENSRNOG00000065909
ENSRNOT00000112264.1	ENSRNOG00000065909
ENSRNOT00000094655.1	ENSRNOG00000065909
ENSRNOT00000077839.2	ENSRNOG00000009548
ENSRNOT00000101945.1	ENSRNOG00000009548
ENSRNOT00000052396.4	ENSRNOG00000009548
ENSRNOT00000097419.1	ENSRNOG00000009548
ENSRNOT00000088561.2	ENSRNOG00000009548
ENSRNOT00000111921.1	ENSRNOG00000065457
ENSRNOT00000011650.6	ENSRNOG00000008758
ENSRNOT00000012919.3	ENSRNOG00000009748
ENSRNOT00000056490.3	ENSRNOG00000037333
ENSRNOT00000104530.1	ENSRNOG00000063106
ENSRNOT00000086489.2	ENSRNOG00000061755
ENSRNOT00000111541.1	ENSRNOG00000064493
ENSRNOT00000012597.7	ENSRNOG00000009258
ENSRNOT00000104799.1	ENSRNOG00000009258
ENSRNOT00000107523.1	ENSRNOG00000021478
ENSRNOT00000030327.4	ENSRNOG00000021478
ENSRNOT00000116457.1	ENSRNOG00000021478
ENSRNOT00000096217.1	ENSRNOG00000021478
ENSRNOT00000078841.2	ENSRNOG00000021478
ENSRNOT00000094990.1	ENSRNOG00000021478
ENSRNOT00000114799.1	ENSRNOG00000021478
ENSRNOT00000023483.7	ENSRNOG00000017330
ENSRNOT00000113120.1	ENSRNOG00000062409
ENSRNOT00000103812.1	ENSRNOG00000062409
ENSRNOT00000012929.3	ENSRNOG00000009764
ENSRNOT00000113656.1	ENSRNOG00000065302
ENSRNOT00000082423.2	ENSRNOG00000018090
ENSRNOT00000116242.1	ENSRNOG00000069157
ENSRNOT00000104885.1	ENSRNOG00000068228
ENSRNOT00000104061.1	ENSRNOG00000066263
ENSRNOT00000105885.1	ENSRNOG00000066263
ENSRNOT00000096439.1	ENSRNOG00000066263
ENSRNOT00000110137.1	ENSRNOG00000069767
ENSRNOT00000041332.4	ENSRNOG00000069767
ENSRNOT00000113016.1	ENSRNOG00000069767
ENSRNOT00000070942.3	ENSRNOG00000069767
ENSRNOT00000044187.5	ENSRNOG00000069767
ENSRNOT00000112818.1	ENSRNOG00000070519
ENSRNOT00000119370.1	ENSRNOG00000067269
ENSRNOT00000083652.2	ENSRNOG00000057952
ENSRNOT00000089892.2	ENSRNOG00000052180
ENSRNOT00000091975.2	ENSRNOG00000059329
ENSRNOT00000059845.5	ENSRNOG00000015230
ENSRNOT00000119249.1	ENSRNOG00000015230
ENSRNOT00000016132.6	ENSRNOG00000011830
ENSRNOT00000107371.1	ENSRNOG00000011830
ENSRNOT00000096514.1	ENSRNOG00000011830
ENSRNOT00000084882.2	ENSRNOG00000017069
ENSRNOT00000118826.1	ENSRNOG00000017069
ENSRNOT00000023392.6	ENSRNOG00000017069
ENSRNOT00000045743.2	ENSRNOG00000070507
ENSRNOT00000117562.1	ENSRNOG00000070507
ENSRNOT00000112820.1	ENSRNOG00000021013
ENSRNOT00000120182.1	ENSRNOG00000021013
ENSRNOT00000102678.1	ENSRNOG00000021013
ENSRNOT00000028535.6	ENSRNOG00000021013
ENSRNOT00000119247.1	ENSRNOG00000021013
ENSRNOT00000094739.1	ENSRNOG00000021013
ENSRNOT00000115509.1	ENSRNOG00000066830
ENSRNOT00000108957.1	ENSRNOG00000033009
ENSRNOT00000118969.1	ENSRNOG00000033009
ENSRNOT00000110200.1	ENSRNOG00000033009
ENSRNOT00000047063.2	ENSRNOG00000033009
ENSRNOT00000075350.2	ENSRNOG00000065333
ENSRNOT00000049036.2	ENSRNOG00000067419
ENSRNOT00000077255.2	ENSRNOG00000061678
ENSRNOT00000111388.1	ENSRNOG00000065748
ENSRNOT00000082973.2	ENSRNOG00000059948
ENSRNOT00000118840.1	ENSRNOG00000018677
ENSRNOT00000025303.4	ENSRNOG00000018677
ENSRNOT00000105853.1	ENSRNOG00000018677
ENSRNOT00000100544.1	ENSRNOG00000018677
ENSRNOT00000084486.2	ENSRNOG00000059640
ENSRNOT00000091307.2	ENSRNOG00000057111
ENSRNOT00000106071.1	ENSRNOG00000069344
ENSRNOT00000082111.2	ENSRNOG00000066688
ENSRNOT00000101591.1	ENSRNOG00000070554
ENSRNOT00000104425.1	ENSRNOG00000070554
ENSRNOT00000111424.1	ENSRNOG00000016878
ENSRNOT00000115469.1	ENSRNOG00000016878
ENSRNOT00000022905.6	ENSRNOG00000016878
ENSRNOT00000113318.1	ENSRNOG00000016878
ENSRNOT00000110438.1	ENSRNOG00000016878
ENSRNOT00000071281.2	ENSRNOG00000063734
ENSRNOT00000084929.2	ENSRNOG00000054517
ENSRNOT00000118356.1	ENSRNOG00000063145
ENSRNOT00000027700.7	ENSRNOG00000020420
ENSRNOT00000103387.1	ENSRNOG00000020420
ENSRNOT00000065791.3	ENSRNOG00000020420
ENSRNOT00000109756.1	ENSRNOG00000070241
ENSRNOT00000104553.1	ENSRNOG00000069038
ENSRNOT00000079129.2	ENSRNOG00000056439
ENSRNOT00000071160.2	ENSRNOG00000069280
ENSRNOT00000102210.1	ENSRNOG00000066733
ENSRNOT00000118682.1	ENSRNOG00000064096
ENSRNOT00000026100.6	ENSRNOG00000019207
ENSRNOT00000044257.6	ENSRNOG00000019207
ENSRNOT00000092327.2	ENSRNOG00000019207
ENSRNOT00000104599.1	ENSRNOG00000019207
ENSRNOT00000094826.1	ENSRNOG00000063312
ENSRNOT00000103357.1	ENSRNOG00000063312
ENSRNOT00000117590.1	ENSRNOG00000063312
ENSRNOT00000110788.1	ENSRNOG00000063312
ENSRNOT00000107715.1	ENSRNOG00000063312
ENSRNOT00000102648.1	ENSRNOG00000065294
ENSRNOT00000024803.8	ENSRNOG00000018394
ENSRNOT00000101177.1	ENSRNOG00000018394
ENSRNOT00000086141.2	ENSRNOG00000056660
ENSRNOT00000006319.4	ENSRNOG00000004645
ENSRNOT00000021098.4	ENSRNOG00000015760
ENSRNOT00000098668.1	ENSRNOG00000011145
ENSRNOT00000033672.4	ENSRNOG00000011145
ENSRNOT00000014925.6	ENSRNOG00000011145
ENSRNOT00000089492.2	ENSRNOG00000011145
ENSRNOT00000112878.1	ENSRNOG00000070234
ENSRNOT00000092072.2	ENSRNOG00000053284
ENSRNOT00000110872.1	ENSRNOG00000068834
ENSRNOT00000051124.3	ENSRNOG00000030326
ENSRNOT00000081469.2	ENSRNOG00000063681
ENSRNOT00000098431.1	ENSRNOG00000065437
ENSRNOT00000099577.1	ENSRNOG00000063850
ENSRNOT00000106271.1	ENSRNOG00000013520
ENSRNOT00000098451.1	ENSRNOG00000013520
ENSRNOT00000084782.2	ENSRNOG00000013520
ENSRNOT00000101797.1	ENSRNOG00000013520
ENSRNOT00000018170.6	ENSRNOG00000013520
ENSRNOT00000107641.1	ENSRNOG00000063629
ENSRNOT00000074461.2	ENSRNOG00000049574
ENSRNOT00000083703.2	ENSRNOG00000058157
ENSRNOT00000040463.2	ENSRNOG00000033028
ENSRNOT00000038038.7	ENSRNOG00000016714
ENSRNOT00000038017.4	ENSRNOG00000016714
ENSRNOT00000115960.1	ENSRNOG00000016714
ENSRNOT00000101073.1	ENSRNOG00000016714
ENSRNOT00000108637.1	ENSRNOG00000062953
ENSRNOT00000064013.2	ENSRNOG00000018755
ENSRNOT00000107324.1	ENSRNOG00000018755
ENSRNOT00000098802.1	ENSRNOG00000018755
ENSRNOT00000081936.2	ENSRNOG00000052956
ENSRNOT00000067444.3	ENSRNOG00000005921
ENSRNOT00000103045.1	ENSRNOG00000070270
ENSRNOT00000102707.1	ENSRNOG00000068102
ENSRNOT00000053771.2	ENSRNOG00000035648
ENSRNOT00000108688.1	ENSRNOG00000067645
ENSRNOT00000119044.1	ENSRNOG00000067645
ENSRNOT00000051727.2	ENSRNOG00000062789
ENSRNOT00000109061.1	ENSRNOG00000062789
ENSRNOT00000021102.3	ENSRNOG00000015764
ENSRNOT00000107840.1	ENSRNOG00000067256
ENSRNOT00000021366.8	ENSRNOG00000015734
ENSRNOT00000083587.2	ENSRNOG00000015734
ENSRNOT00000108441.1	ENSRNOG00000015734
ENSRNOT00000097620.1	ENSRNOG00000070505
ENSRNOT00000115085.1	ENSRNOG00000070505
ENSRNOT00000104153.1	ENSRNOG00000070505
ENSRNOT00000112629.1	ENSRNOG00000067158
ENSRNOT00000078527.2	ENSRNOG00000065842
ENSRNOT00000084626.2	ENSRNOG00000056404
ENSRNOT00000091075.2	ENSRNOG00000061046
ENSRNOT00000094921.1	ENSRNOG00000063252
ENSRNOT00000088514.2	ENSRNOG00000066619
ENSRNOT00000045582.2	ENSRNOG00000066619
ENSRNOT00000077460.2	ENSRNOG00000052832
ENSRNOT00000015620.7	ENSRNOG00000011653
ENSRNOT00000092689.2	ENSRNOG00000011653
ENSRNOT00000107747.1	ENSRNOG00000011653
ENSRNOT00000120180.1	ENSRNOG00000011653
ENSRNOT00000100585.1	ENSRNOG00000011653
ENSRNOT00000100166.1	ENSRNOG00000065226
ENSRNOT00000058116.4	ENSRNOG00000065226
ENSRNOT00000108324.1	ENSRNOG00000065226
ENSRNOT00000108083.1	ENSRNOG00000065226
ENSRNOT00000078171.2	ENSRNOG00000056469
ENSRNOT00000103730.1	ENSRNOG00000070625
ENSRNOT00000118905.1	ENSRNOG00000070625
ENSRNOT00000096947.1	ENSRNOG00000068800
ENSRNOT00000109698.1	ENSRNOG00000064644
ENSRNOT00000114449.1	ENSRNOG00000066170
ENSRNOT00000034449.5	ENSRNOG00000021472
ENSRNOT00000099068.1	ENSRNOG00000066949
ENSRNOT00000063828.3	ENSRNOG00000006753
ENSRNOT00000116590.1	ENSRNOG00000062681
ENSRNOT00000060478.5	ENSRNOG00000039466
ENSRNOT00000101389.1	ENSRNOG00000067889
ENSRNOT00000089953.2	ENSRNOG00000066931
ENSRNOT00000088202.2	ENSRNOG00000019023
ENSRNOT00000113724.1	ENSRNOG00000019023
ENSRNOT00000118066.1	ENSRNOG00000019023
ENSRNOT00000051910.3	ENSRNOG00000019023
ENSRNOT00000110133.1	ENSRNOG00000066273
ENSRNOT00000120104.1	ENSRNOG00000066991
ENSRNOT00000117722.1	ENSRNOG00000069276
ENSRNOT00000096604.1	ENSRNOG00000069276
ENSRNOT00000089250.2	ENSRNOG00000059393
ENSRNOT00000021115.4	ENSRNOG00000015769
ENSRNOT00000036482.4	ENSRNOG00000013711
ENSRNOT00000083785.2	ENSRNOG00000060327
ENSRNOT00000044305.2	ENSRNOG00000063784
ENSRNOT00000118491.1	ENSRNOG00000068287
ENSRNOT00000109344.1	ENSRNOG00000068287
ENSRNOT00000101343.1	ENSRNOG00000062961
ENSRNOT00000106252.1	ENSRNOG00000069666
ENSRNOT00000087738.2	ENSRNOG00000056619
ENSRNOT00000002156.5	ENSRNOG00000001589
ENSRNOT00000091752.2	ENSRNOG00000054452
ENSRNOT00000077860.2	ENSRNOG00000051537
ENSRNOT00000105471.1	ENSRNOG00000064145
ENSRNOT00000087566.2	ENSRNOG00000052091
ENSRNOT00000080145.2	ENSRNOG00000057094
ENSRNOT00000100751.1	ENSRNOG00000068142
ENSRNOT00000077634.2	ENSRNOG00000055112
ENSRNOT00000107447.1	ENSRNOG00000062973
ENSRNOT00000100445.1	ENSRNOG00000062973
ENSRNOT00000116256.1	ENSRNOG00000062771
ENSRNOT00000037115.6	ENSRNOG00000024213
ENSRNOT00000089229.2	ENSRNOG00000024213
ENSRNOT00000064588.5	ENSRNOG00000024213
ENSRNOT00000079498.2	ENSRNOG00000027808
ENSRNOT00000108235.1	ENSRNOG00000027808
ENSRNOT00000105748.1	ENSRNOG00000027808
ENSRNOT00000038802.6	ENSRNOG00000027808
ENSRNOT00000114340.1	ENSRNOG00000027808
ENSRNOT00000090231.2	ENSRNOG00000052454
ENSRNOT00000114217.1	ENSRNOG00000070396
ENSRNOT00000114108.1	ENSRNOG00000070396
ENSRNOT00000044675.2	ENSRNOG00000033200
ENSRNOT00000072741.2	ENSRNOG00000068411
ENSRNOT00000085392.2	ENSRNOG00000060056
ENSRNOT00000090854.2	ENSRNOG00000055997
ENSRNOT00000108495.1	ENSRNOG00000038176
ENSRNOT00000084021.2	ENSRNOG00000052444
ENSRNOT00000098181.1	ENSRNOG00000052444
ENSRNOT00000119570.1	ENSRNOG00000052444
ENSRNOT00000111147.1	ENSRNOG00000070611
ENSRNOT00000046737.5	ENSRNOG00000069419
ENSRNOT00000096209.1	ENSRNOG00000063442
ENSRNOT00000110291.1	ENSRNOG00000069337
ENSRNOT00000112310.1	ENSRNOG00000067530
ENSRNOT00000108906.1	ENSRNOG00000067530
ENSRNOT00000116182.1	ENSRNOG00000067530
ENSRNOT00000095482.1	ENSRNOG00000067530
ENSRNOT00000101042.1	ENSRNOG00000067530
ENSRNOT00000094013.1	ENSRNOG00000013102
ENSRNOT00000017829.5	ENSRNOG00000013102
ENSRNOT00000102806.1	ENSRNOG00000013102
ENSRNOT00000018927.5	ENSRNOG00000013102
ENSRNOT00000112091.1	ENSRNOG00000013102
ENSRNOT00000102935.1	ENSRNOG00000049772
ENSRNOT00000100949.1	ENSRNOG00000049772
ENSRNOT00000074418.2	ENSRNOG00000049772
ENSRNOT00000119328.1	ENSRNOG00000049772
ENSRNOT00000107436.1	ENSRNOG00000069285
ENSRNOT00000082291.2	ENSRNOG00000058310
ENSRNOT00000078998.2	ENSRNOG00000053859
ENSRNOT00000100094.1	ENSRNOG00000066647
ENSRNOT00000103801.1	ENSRNOG00000066647
ENSRNOT00000108213.1	ENSRNOG00000066647
ENSRNOT00000080589.2	ENSRNOG00000054388
ENSRNOT00000106780.1	ENSRNOG00000066887
ENSRNOT00000115803.1	ENSRNOG00000066887
ENSRNOT00000085145.2	ENSRNOG00000053929
ENSRNOT00000048411.2	ENSRNOG00000030275
ENSRNOT00000115312.1	ENSRNOG00000063685
ENSRNOT00000117305.1	ENSRNOG00000064365
ENSRNOT00000025580.8	ENSRNOG00000018915
ENSRNOT00000083073.2	ENSRNOG00000051409
ENSRNOT00000027580.5	ENSRNOG00000020358
ENSRNOT00000109655.1	ENSRNOG00000067379
ENSRNOT00000101533.1	ENSRNOG00000068758
ENSRNOT00000032728.7	ENSRNOG00000025214
ENSRNOT00000119141.1	ENSRNOG00000063955
ENSRNOT00000101558.1	ENSRNOG00000066355
ENSRNOT00000112660.1	ENSRNOG00000066028
ENSRNOT00000119884.1	ENSRNOG00000064903
ENSRNOT00000109780.1	ENSRNOG00000065819
ENSRNOT00000117740.1	ENSRNOG00000070468
ENSRNOT00000102497.1	ENSRNOG00000070468
ENSRNOT00000082229.2	ENSRNOG00000054102
ENSRNOT00000079650.2	ENSRNOG00000058869
ENSRNOT00000107144.1	ENSRNOG00000064667
ENSRNOT00000081025.2	ENSRNOG00000058919
ENSRNOT00000089359.2	ENSRNOG00000053502
ENSRNOT00000102090.1	ENSRNOG00000053502
ENSRNOT00000115909.1	ENSRNOG00000065888
ENSRNOT00000029444.7	ENSRNOG00000021442
ENSRNOT00000071770.3	ENSRNOG00000050321
ENSRNOT00000080993.2	ENSRNOG00000050321
ENSRNOT00000027504.6	ENSRNOG00000020307
ENSRNOT00000101014.1	ENSRNOG00000020307
ENSRNOT00000113104.1	ENSRNOG00000064160
ENSRNOT00000021131.4	ENSRNOG00000015785
ENSRNOT00000023350.7	ENSRNOG00000017291
ENSRNOT00000117801.1	ENSRNOG00000017291
ENSRNOT00000115458.1	ENSRNOG00000069815
ENSRNOT00000118475.1	ENSRNOG00000065725
ENSRNOT00000117599.1	ENSRNOG00000065725
ENSRNOT00000107859.1	ENSRNOG00000065725
ENSRNOT00000118331.1	ENSRNOG00000068866
ENSRNOT00000109853.1	ENSRNOG00000062610
ENSRNOT00000114679.1	ENSRNOG00000066023
ENSRNOT00000101857.1	ENSRNOG00000068643
ENSRNOT00000118154.1	ENSRNOG00000014278
ENSRNOT00000064034.3	ENSRNOG00000014278
ENSRNOT00000012755.7	ENSRNOG00000009571
ENSRNOT00000074054.3	ENSRNOG00000009571
ENSRNOT00000074579.3	ENSRNOG00000049605
ENSRNOT00000092985.2	ENSRNOG00000024016
ENSRNOT00000098119.1	ENSRNOG00000024016
ENSRNOT00000092999.2	ENSRNOG00000024016
ENSRNOT00000095788.1	ENSRNOG00000024016
ENSRNOT00000107055.1	ENSRNOG00000024016
ENSRNOT00000054742.6	ENSRNOG00000024016
ENSRNOT00000093050.2	ENSRNOG00000024016
ENSRNOT00000092928.2	ENSRNOG00000024016
ENSRNOT00000044143.4	ENSRNOG00000008663
ENSRNOT00000012094.6	ENSRNOG00000008663
ENSRNOT00000086745.2	ENSRNOG00000008663
ENSRNOT00000113341.1	ENSRNOG00000063622
ENSRNOT00000087677.2	ENSRNOG00000055316
ENSRNOT00000094581.1	ENSRNOG00000063802
ENSRNOT00000115776.1	ENSRNOG00000064940
ENSRNOT00000084778.2	ENSRNOG00000057140
ENSRNOT00000080065.2	ENSRNOG00000022921
ENSRNOT00000035125.6	ENSRNOG00000022921
ENSRNOT00000116341.1	ENSRNOG00000022921
ENSRNOT00000115787.1	ENSRNOG00000022921
ENSRNOT00000089962.2	ENSRNOG00000054856
ENSRNOT00000056528.5	ENSRNOG00000037360
ENSRNOT00000051853.6	ENSRNOG00000015902
ENSRNOT00000000010.6	ENSRNOG00000000009
ENSRNOT00000108578.1	ENSRNOG00000069542
ENSRNOT00000098820.1	ENSRNOG00000065017
ENSRNOT00000101166.1	ENSRNOG00000020624
ENSRNOT00000027999.5	ENSRNOG00000020624
ENSRNOT00000098561.1	ENSRNOG00000020624
ENSRNOT00000112423.1	ENSRNOG00000020624
ENSRNOT00000106581.1	ENSRNOG00000069696
ENSRNOT00000078777.2	ENSRNOG00000060363
ENSRNOT00000110827.1	ENSRNOG00000069765
ENSRNOT00000104354.1	ENSRNOG00000065994
ENSRNOT00000078242.2	ENSRNOG00000058025
ENSRNOT00000018860.7	ENSRNOG00000013981
ENSRNOT00000109391.1	ENSRNOG00000065346
ENSRNOT00000120035.1	ENSRNOG00000065346
ENSRNOT00000042667.3	ENSRNOG00000069407
ENSRNOT00000039822.2	ENSRNOG00000021290
ENSRNOT00000117642.1	ENSRNOG00000062884
ENSRNOT00000110569.1	ENSRNOG00000067311
ENSRNOT00000084866.2	ENSRNOG00000015928
ENSRNOT00000021435.6	ENSRNOG00000015928
ENSRNOT00000102551.1	ENSRNOG00000019942
ENSRNOT00000027006.8	ENSRNOG00000019942
ENSRNOT00000054852.5	ENSRNOG00000021912
ENSRNOT00000086713.2	ENSRNOG00000059083
ENSRNOT00000078695.2	ENSRNOG00000059239
ENSRNOT00000040672.5	ENSRNOG00000030818
ENSRNOT00000109878.1	ENSRNOG00000069031
ENSRNOT00000110471.1	ENSRNOG00000069031
ENSRNOT00000119154.1	ENSRNOG00000069031
ENSRNOT00000087736.2	ENSRNOG00000065632
ENSRNOT00000107213.1	ENSRNOG00000065843
ENSRNOT00000080362.2	ENSRNOG00000053212
ENSRNOT00000000102.4	ENSRNOG00000000091
ENSRNOT00000079544.2	ENSRNOG00000000091
ENSRNOT00000118251.1	ENSRNOG00000070760
ENSRNOT00000093436.2	ENSRNOG00000062307
ENSRNOT00000111903.1	ENSRNOG00000062307
ENSRNOT00000096391.1	ENSRNOG00000062307
ENSRNOT00000120016.1	ENSRNOG00000065363
ENSRNOT00000104389.1	ENSRNOG00000071202
ENSRNOT00000078480.2	ENSRNOG00000068808
ENSRNOT00000065962.2	ENSRNOG00000043114
ENSRNOT00000098890.1	ENSRNOG00000043114
ENSRNOT00000110323.1	ENSRNOG00000043114
ENSRNOT00000079146.2	ENSRNOG00000053939
ENSRNOT00000085025.2	ENSRNOG00000056693
ENSRNOT00000086233.2	ENSRNOG00000055223
ENSRNOT00000104668.1	ENSRNOG00000067758
ENSRNOT00000119194.1	ENSRNOG00000064515
ENSRNOT00000024111.6	ENSRNOG00000017930
ENSRNOT00000108874.1	ENSRNOG00000017930
ENSRNOT00000051292.2	ENSRNOG00000068161
ENSRNOT00000056515.4	ENSRNOG00000043280
ENSRNOT00000096685.1	ENSRNOG00000065092
ENSRNOT00000098737.1	ENSRNOG00000070663
ENSRNOT00000079028.2	ENSRNOG00000060826
ENSRNOT00000096828.1	ENSRNOG00000066535
ENSRNOT00000051381.2	ENSRNOG00000068810
ENSRNOT00000036375.5	ENSRNOG00000071163
ENSRNOT00000117536.1	ENSRNOG00000070274
ENSRNOT00000008387.7	ENSRNOG00000006397
ENSRNOT00000091198.2	ENSRNOG00000009388
ENSRNOT00000012422.6	ENSRNOG00000009388
ENSRNOT00000098163.1	ENSRNOG00000063371
ENSRNOT00000089380.2	ENSRNOG00000060965
ENSRNOT00000084994.2	ENSRNOG00000052241
ENSRNOT00000094508.1	ENSRNOG00000006803
ENSRNOT00000105475.1	ENSRNOG00000006803
ENSRNOT00000009839.5	ENSRNOG00000006803
ENSRNOT00000097747.1	ENSRNOG00000068809
ENSRNOT00000072271.2	ENSRNOG00000049057
ENSRNOT00000084089.2	ENSRNOG00000058946
ENSRNOT00000079693.2	ENSRNOG00000051665
ENSRNOT00000057073.6	ENSRNOG00000019869
ENSRNOT00000103369.1	ENSRNOG00000062374
ENSRNOT00000119306.1	ENSRNOG00000068664
ENSRNOT00000101774.1	ENSRNOG00000063801
ENSRNOT00000110188.1	ENSRNOG00000067318
ENSRNOT00000017631.3	ENSRNOG00000013208
ENSRNOT00000108879.1	ENSRNOG00000065468
ENSRNOT00000096383.1	ENSRNOG00000065468
ENSRNOT00000097115.1	ENSRNOG00000065468
ENSRNOT00000112668.1	ENSRNOG00000065468
ENSRNOT00000099860.1	ENSRNOG00000065468
ENSRNOT00000082750.2	ENSRNOG00000059321
ENSRNOT00000109597.1	ENSRNOG00000066808
ENSRNOT00000080671.2	ENSRNOG00000052179
ENSRNOT00000008384.3	ENSRNOG00000006408
ENSRNOT00000072397.2	ENSRNOG00000050189
ENSRNOT00000009985.6	ENSRNOG00000007234
ENSRNOT00000078483.2	ENSRNOG00000059732
ENSRNOT00000102255.1	ENSRNOG00000067212
ENSRNOT00000082714.2	ENSRNOG00000055161
ENSRNOT00000111965.1	ENSRNOG00000065356
ENSRNOT00000039446.7	ENSRNOG00000023411
ENSRNOT00000075397.2	ENSRNOG00000046005
ENSRNOT00000088283.2	ENSRNOG00000054718
ENSRNOT00000111124.1	ENSRNOG00000062585
ENSRNOT00000080605.2	ENSRNOG00000018686
ENSRNOT00000100664.1	ENSRNOG00000018686
ENSRNOT00000100297.1	ENSRNOG00000018686
ENSRNOT00000068529.4	ENSRNOG00000018686
ENSRNOT00000114675.1	ENSRNOG00000018686
ENSRNOT00000026631.7	ENSRNOG00000019671
ENSRNOT00000099164.1	ENSRNOG00000066942
ENSRNOT00000113256.1	ENSRNOG00000066942
ENSRNOT00000104803.1	ENSRNOG00000067229
ENSRNOT00000094477.1	ENSRNOG00000063261
ENSRNOT00000107152.1	ENSRNOG00000063261
ENSRNOT00000026839.5	ENSRNOG00000068139
ENSRNOT00000116753.1	ENSRNOG00000066980
ENSRNOT00000029224.3	ENSRNOG00000070788
ENSRNOT00000093913.1	ENSRNOG00000066529
ENSRNOT00000092117.2	ENSRNOG00000058906
ENSRNOT00000110756.1	ENSRNOG00000058906
ENSRNOT00000105693.1	ENSRNOG00000058906
ENSRNOT00000013905.6	ENSRNOG00000010342
ENSRNOT00000102226.1	ENSRNOG00000066097
ENSRNOT00000102930.1	ENSRNOG00000064878
ENSRNOT00000077371.2	ENSRNOG00000055168
ENSRNOT00000112188.1	ENSRNOG00000067397
ENSRNOT00000108986.1	ENSRNOG00000067397
ENSRNOT00000114437.1	ENSRNOG00000067397
ENSRNOT00000106967.1	ENSRNOG00000069563
ENSRNOT00000009726.6	ENSRNOG00000007416
ENSRNOT00000099998.1	ENSRNOG00000062703
ENSRNOT00000106572.1	ENSRNOG00000070309
ENSRNOT00000094131.1	ENSRNOG00000070309
ENSRNOT00000110040.1	ENSRNOG00000070309
ENSRNOT00000075766.2	ENSRNOG00000048810
ENSRNOT00000088044.2	ENSRNOG00000053089
ENSRNOT00000087419.2	ENSRNOG00000057890
ENSRNOT00000086770.2	ENSRNOG00000052503
ENSRNOT00000096014.1	ENSRNOG00000065602
ENSRNOT00000114812.1	ENSRNOG00000009176
ENSRNOT00000013146.5	ENSRNOG00000009176
ENSRNOT00000105331.1	ENSRNOG00000009176
ENSRNOT00000108346.1	ENSRNOG00000016179
ENSRNOT00000083627.2	ENSRNOG00000016179
ENSRNOT00000021740.4	ENSRNOG00000016179
ENSRNOT00000101638.1	ENSRNOG00000025141
ENSRNOT00000036527.7	ENSRNOG00000025141
ENSRNOT00000111531.1	ENSRNOG00000025141
ENSRNOT00000118842.1	ENSRNOG00000025141
ENSRNOT00000094060.1	ENSRNOG00000025141
ENSRNOT00000119406.1	ENSRNOG00000025141
